1000
25
0	40	50	0	0	960	0
1	25	85	20	613	853	10
2	22	75	30	92	332	10
3	22	85	10	411	651	10
4	20	80	40	584	824	10
5	20	85	20	40	280	10
6	18	75	20	328	568	10
7	15	75	20	240	480	10
8	15	80	10	307	547	10
9	10	35	20	311	551	10
10	10	40	30	459	699	10
11	8	40	40	135	375	10
12	8	45	20	163	403	10
13	5	35	10	593	833	10
14	5	45	10	35	275	10
15	2	40	20	114	354	10
16	0	40	20	195	435	10
17	0	45	20	643	883	10
18	44	5	20	275	515	10
19	42	10	40	194	434	10
20	42	15	10	477	717	10
21	40	5	10	155	395	10
22	40	15	40	315	555	10
23	38	5	30	141	381	10
24	38	15	10	621	861	10
25	35	5	20	664	904	10
